review_body;Results;Value
Wie man auf dem Foto sehen kann, sehr kleine und dünne stücke. schade...;1;
Es soll ein Geschenk sein und ich warte schon 14 Tage vergeblich auf die Zustellung. Ich bin sehr unzufrieden, bei den anderen Artikeln hat alles viel besser geklappt.;1;
Riecht schrecklich nach Plastik.;1;
Leider eine totale Enttäuschung. Bereits nach 2 Tagen hat der Bildschirm an mehreren Stellen nicht mehr auf Berührungen reagiert und als ich das Glas daraufhin entfernte, fiel auf, dass es nur an den Rändern am Bildschirm haftete. Ich habe schon mehrer Schutzfolien und Panzergläser bestellt, aber das war mit großem Abstand die schlechteste Qualität.;1;
Wie kann ich den Verkäufer kontaktieren? Ich habe diesen Artikel am 25.05.2019 bestellt U am 27.05.2019 kam ein Paket an, wo eigentlich mein bestellter Artikel drin sein sollte, aber das Paket war leer. Hab direkt eine Reklamation geschrieben, aber da wird verlangt das ich den Artikel zurück sende. Aber ich kann nichts zurück schicken was ich nicht bekommen habe.;1;
Am liebsten würde ich gar keinen Stern vergeben!! Nach nur 3 mal fahren, ist die Kette kaputt gegangen, bzw der Tretlager. Alles wäre nicht so schlimm... man kann ja eine defekte Ware zurück schicken und msn bekommt das Geld zurück , ABER nicht in diesem Fall! Den GoKart habe ich am 13. September gekauft, jetzt ist es Ende Oktober und nichts ist passiert! Der Verkäufer gibt einfach das Geld nicht zurück. Mehrere Telefonate mit Amazon hat auch bis jetzt nichts gebracht. Bin sauer und gleichzeitig enttäuscht. Nachtrag: Danke an Amazon. Ich habe endlich das Geld zurück bekommen. Es war ein langer Weg.;1;
Die Panzerfolie ist bei korrekter Anbringung einfach abgefallen, als das Handy heruntergefallen ist. Resultat: Folie weg, Handydisplay gesprungen. Auf keinen Fall zu empfehlen.;1;
Sehr schlecht verarbeitet!! Weder die Lackierung noch die Machart sind nur ansatzweise das Geld wert!;1;
Material und Farbe sind in Ordnung aber der Schnitt (ein Knopf für den zu weiten Schlitz) macht die Unterhose unbrauchbar.;1;
Was denkt ihr wen ihr verarschen wollt! Habe den falschen Controller bekommen. Der Controller entspricht den Bildern überhaupt nicht!! Finger weg davon!!! Schön zurück damit.;1;
Verstörend und langweilig mehr kann ich dazu nicht sagen. Hat mir einfach meine Lebenszeit geraubt.;1;
Die Samen kamen leider nie an und der Verkäufer reagiert weder auf deutsche noch auf englische Nachrichten..;1;
Sehr schlechte Qualität;1;
...total ärgerlich und daher die negative Bewertung. Ansonsten ist die Uhr richtig cool. Aber es geht nicht das die Batterie bereits nach 2 Wochen schon leer ist;1;
Wie erwartet nicht die beste Qualität, was Ansicht für den Preis nicht schlimm ist. Leider war der Reif viel zu klein. Ich habe eigentlich einen normal großen Kopf, habe mich aber gefühlt als wäre mein Kopf überdimensional für dieses Krönchen. Ich glaube in China sind die Köpfe viel kleiner.;1;
Man sollte wissen das der ruckversand für den Käufer 30€ kostet und somit lohnt es sich nicht das Produkt zurück zu schicken hatte nicht gedacht das ein Produkt das bei Amazon angeboten wird einen so hinterlistigen Trick verwendet.;1;
Passt für Samsung Galaxy Tab 4 überhaupt nicht. Unglaublich wie man hier immer getäuscht wird.;1;
Die Schnellklemmen fehlen.;1;
Wertlos, da die Teile E und F nach Bauanleitung fehlen und somit kein Zusammenbau möglich ist. Ebenso fehlt H, aber das ist der Schraubenschlüssel, das wäre zu kompensieren. Leider habe ich keine anderen Button gefunden, daher muss ich über die Rezension reklamieren.;1;
kann leider keine bewertung abgeben da ich die ware nie erhalten habe aber ein stern muss mann ja geben;1;
Rezepte die ohnehin jeder kennt! Datteln im Speckmantel...dafür braucht es ein Rezept? Der Name ist das Rezept. Genau wie vom Cheeseburger und der meisten anderen Gerichte in diesem Buch. Dazu kommt das verkorkste Format vom ebook... Auch kein einziges bild, da fragt man sich ob der Autor die Rezepte überhaupt mal gekocht hat oder hat er sich sonntags mal 2 Stunden hingesetzt und Rezepte die keiner braucht aufgeschrieben?;1;
Passt zwar , klebt aber nicht an den Rändern , alle 3 mit gelieferten Scheiben nicht . Habe jetzt schon einige ausprobiert , bisher habe ich keine Panzerglas Folie gefunden die sauber auf dem p10 lite kleben bleibt.;1;
Noch nie habe ich so ein Ladegerät besessen, dass so lange für die Ladezeit benötigt. Egal im welchen Preissegment ich bisher eingekauft habe. Ich habe das Gerät zurückgeschickt. Amazon, hat, wie immer, ohne Problem das Geld zurückerstattet. Dafür bekommt Amazon 5 Sterne :-);1;
Nicht gut. Man hört etwas. Immerhin. Das war eine wirklich überflüssige Ausgabe. War nur zu faul zur Rückgabe an Amazon;1;
Nach 6 Gerichten löst sich die Beschichtung. Was soll man dazu noch sagen....;1;
Ging zurück, schlechte Verarbeitung. Kam auch mit der Anwendung nicht klar.;1;
Zum Produkt selbst kann ich nichts sagen, da ich es gekauft habe, um es weiter zu schenken. Allerdings war es nicht extra verpackt. Somit klebt nun ein Strichcode und der Aufkleber mit meiner Adresse auf der Originalverpackung?! Entweder ich verschenke es mit diesen unschönen Aufklebern oder ich entferne die Originalverpackung. Beide Möglichkeiten empfinde ich für ein Geschenk als sehr unpassend!!!;1;
2 Rollen bestellt jedoch 1 Rolle ist nur geliefert worden und diese war dann anstatt 25 m wie in der Produktbeschreibung geschrieben auch nur 21 m lang! FINGER WEG.....ABSOLUT NICHT ZU EMPFEHLEN !!!!;1;
Die Farbe entspricht überhaupt nicht der auf dem Foto. Viel dunkler. Außerdem geht die Farbe sehr schnell ab. Nicht zu empfehlen.;1;
Dieses Kleid war nicht einmal die Retoure wert - es wanderte 1 zu 1 in die Tonne...... Trage sonst 42 und 3XL waren völlig zu eng..... ganz ganz sehr dünner Stoff - nix Jeans - usw. usw. - keine Kaufempfehlung;1;
Leider sind die mitgelieferten Buchstaben nicht besonders umfangreich (fast keine Sonderzeichen), das Licht ist unangehm hell und nicht dimmbar. Darüber hinaus kommt die Light Box nur mit einem USB-Stecker, aber nicht mit einem Adapter für die Steckdose. Ich würde es nicht noch einmal kaufen.;1;
Habe das Produkt 2016 bestellt und es ist bis heute (fast 2018) nicht angekommen. Alle Versuche den Verkäufer zu kontaktieren wurden ignoriert und das Geld haben wie nie wieder gesehen.;1;
Hab die Hawaii Ketten im Mai für ein Sommerfest bestellt. Kam bis heute noch nicht an. Der verkäufer wurde kontaktiert und hat die ketten angeblich ein zweites mal verschickt. Auch diese sind nie eingetroffen.;1;
Wahrscheinlich wären diese Dragonballs gut, zu min diese die ich erhalten habe. Anstatt eines Einzelnen 7 cm großen 4 Sterne Dragonball, erhielt ich 7 Stück a 2 cm Durchmesser. Die Freude war deshalb umso entäuschter, da ich ihn doch in einer recht realen Größe wollte. Nun kontaktierte ich die Verkäuferin, die mir versicherte, dass ich nach einem Bildbeweis, einen neuen bekäme. Nach 4 Wochen warte ich immer noch auf mein Produkt, der nicht versand wurde, ich warte immer noch auf eine Antwort. Daher gibt es von mir nur einen Stern, da ich von der falschen Ware, sowie mit der Kundenbetreuung total unzufrieden bin. Hoffe, das sich villt jemand dem ganzen annimmt und ich eventuell doch meinen 4 Sterne 7 cm Durchmesser Dragonball in der Hand halte.;1;
Das Gerät hat mir überhaupt nicht gefallen. Es ist kompliziert im Zusammenbau. Man braucht sehr lange um einigermaßen klar zu kommen. Am Ende verzweifelt man. Ich habe mir ein anderes Blutdruckmessgerät gekauft. Das funktionierte sofort. Tut mir sehr leid dieses schreiben zu müssen.;1;
Viel zu klein für den Camping Ausflug. Probleme beim Rückversand. Rückversandkosten muss man selber tragen. Man büßt ein;1;
Nie angekommen betrüger Schweine keine wäre nicht bestellen nichts bestellen Betrug Betrug Betrug Betrug Betrug Betrug Betrug Betrug Betrug verarsche;1;
Mit dem ersten Produkt, bestellt schon vor 2 - 3 Jahren, war ich eigentlich zufrieden, obwohl es nach 1 Jahr seinen Geist aufgab. Ein anderes Produkt gefiel nicht, so dass ich auf Ihr Produkt zurückkam. Dass jetzt falsche Batterien beigefügt sind, macht mich unzufrieden.;1;
Patrone EDD 272 wird nicht erkannt. Muell!;1;
Ich habe bisher alle Bücher dieser Reihe gelesen und habe mich auf das neue Buch schon sehr gefreut. Leider muss ich sagen dass mich dieses Buch leider nicht gefesselt hat und nach meinem Empfinden der Geschichte langsam die Luft ausgeht. Leider kann dieses Buch meiner Meinung nach nicht an den Erfolg der anderen Bücher anknüpfen.;1;
Ging nach 7 Monaten kaputt;1;
Hat bei mir absolut nichts gebracht. Habe es im Kühlschrank und es hat sich absolut nichts getan was die Feuchtigkeit angeht;1;
Leider sind beide Hocker diesmal sehr schlecht verarbeitet, schief und krum. Schon mal 2 bestellt, die waren gut. Diese leider nicht. Enttäuschend.;1;
Lieferung sollte Anfang Februar ankommen.Bis heute ende Juni noch nicht da.;1;
Nach nur 1x tragen sind die Bügel gesprungen. Obwohl mir das oberteil sogar locker sitzt.;1;
mollig warm wurden meine Füße nur, solange ich keine Schuhe an hatte. Mit Schuhen war keine große Wärmeentwicklung mehr spürbar, noch dazu sind die Pads ziemlich unbequem. Für eine Winterwanderung nicht zu gebrauchen. Hatte mir mehr davon versprochen :-(;1;
ich habe dieses produkt bis heute nicht erhalten;1;
Gefiehl mir leider garnicht. Sie saß leider nicht gut.;1;
Kann leider keine 0 Sterne vergeben. Das einzigsten positive was ich sagen kann ist, das der versand schnell war. Das Teil is viel zu groß und hält die Mahlzeiten nicht mal eine halbe Stunde warm.;1;
Es hat mit der Lieferung nicht geklappt. Somit kann ich das Artikel nicht bewerten;1;
Ich muss leider meine Rezension ändern... Die Hülle ist optisch wunderschön, dünn und passt perfekt. Doch nach nur einem Monat im Gebrauch, die erste Ecke ist kaputt gegangen...Nach nur 2 Monaten, die Hütte war schon zum wegschmeißen...;1;
Nur 1 Stern weil... Ich habe bei Ihnen 2 Produkte bestellt. Beide Produkte kamen dann in EINEM Karton jedoch wurden die Versandkosten zweimal berechnet. Ich habe den Händler vorher pers. angeschrieben, keine Reaktion! Das geht so nicht! Für mich ein No-GO!;1;
Leider kam das Produkt beschädigt an... Das war vor Ostern... Bis heute konnte kein Ersatz geschickt, oder eine Lösung gefunden werden... Schade;1;
Lt. Info wurde das Paket von DHL zurückgesandt wegen Beschädigung. Es wurde die Bestellung daraufhin storniert. Ich hätte Ersatzlieferung erwartet bzw. vorab eine Rückfrage;1;
Lassen sich nur mit Kraftaufwand drehen dichtungsring bewegt sich frei auf der Welle also ohne Funktion... Schlechter als die billigsten Standart Pedale.;1;
Von dieser Marke der zweite der nach nicht mal einer Stunde den Geist aufgibt! Erst wunderbar funktioniert mit Drehzahl und so weiter und dann nichts mehr!;1;
Defekte Folie geliefert - zurücksenden;1;
Nach genau 1 Tag kaputt gegangen;1;
Die Kopfhörer waren nach 3 Tagen nichtmehr zu gebrauchen und sind somit im Müll gelandet. Schade, da ich von JBL besseres gewohnt bin.;1;
Könnte man nicht anziehen, haben nicht gehalten;1;
Schuhe sehen neu gut aus. Jedoch nach ca 2 Wochen löst sich das Kunst Leder. Zudem warm sind sie ebenfalls nicht. Also 20€ Euro wäre akzeptabel aber mehr sind sie nicht Wert.;1;
Kühlbehälter wärmt sich viel zu schnell wieder auf trotz sachgemässer Handhabung und gekühlten Zutaten und verschiedenen Rezepten. Produziert kein Eis. Absolut nicht zu empfehlen.;1;
Radio zieht Strom im ausgeschalteten Modus. 1 Woche hielt meine Batterie, danach war es vorbei. Radio wieder ausgebaut und Batterie macht keine Probleme mehr. Navi funktioniert ganz gut, Radio ist an sich auch ganz ok. Zieht Strom, deswegen absolut keine Empfehlung zum Kauf!;1;
Die Sind scheiße und stimme auch scheiße;1;
Mir wurde der falsche noch dazu 10€ günstigere Artikel/ Modell des Briefkastens gesendet. Nach mehrere Emails und zäher Kontaktaufnahme habe ich eine E-Mail erhalten um den falschen Artikel zurück zu senden, der darin gesendete link für den Retourschein funktioniert aber nicht! Liegt das daran das die Firma angeblich Insolvenz gemeldet ist? Ich möchte mein Geld zurück!!;1;
Wurde in viel zu großem Karton verschickt. Schild wäre ganz nett, aber insgesamt miserables Preis- / Leistungsverhältnis. Geht zurück. Leider!;1;
Habe das Produkt in beiden Farben bestellt in schwarz gr auch so angekommen wie angeben. Dovh die weißen kamen einen Tag verzögert, es kam ein paar lose an ohne Verpackung ( wie auf dem Bild) und den Verkäufer kann ich deshalb auch nicht kontaktieren. Das enttäuscht mich doch sehr.;1;
Das ist ein Produkt welches man zeitnah benötigt. Die Lieferverzögerung ist nicht akzeptabel;1;
Verarbeitung war jetzt nicht wirklich gut. Hat aber alles funktioniert wie beschrieben.;1;
Lieferung kam zwar sehr schnell an aber das gelieferte teil war zerstückelt.;1;
Die Nagelfeilen schauen gut aus, erfüllen aber nicht ihren Zweck Man kann feilen und feilen ,aber es geht nichts ab Die Feilen sind zu glatt;1;
Nach dem zweiten mal Laden geht geht Laptop nicht mehr an. Akku komplett tot.;1;
Nach nicht mal 3 Wochen entstand eine große Blase an der seite. Ohne Einwirkung von irgendwas, Handy wurde immer gut behandelt. Sieht blöd aus, insbesondere wenn der teil des Bildschirms dunkel ist.;1;
Grösse 140 ist wie 128 muss ich leider zurück senden;1;
Sehr schlechter Kundenservice. Würde mir bei dieser Firma nichts mehr kaufen. Nein nein nein nein nein nein nein nein nein;1;
touchscreen Defekt .Das Display kam schnell. Bei 5 -6 Minute Touchscreen nicht mehr funktionieren. Nach dem Neustart geht wieder, aber nach ein paar Minuten der Touchscreen nicht mehr will.;1;
"und der Wecker ist infolgedessen nicht mehr einstellbar. Mein ""alter"" Radiowecker hat 30 Jahre einwandfrei funktioniert. Mehr ist dazu nicht zu sagen.";1;
Das Produkt ist sofort kaputt gegangen. Absolut keine Kaufempfehlung!!!;1;
Ich bin sehr enttäuscht! Völlig verbogen, völlig unbrauchbar! Die anderen beiden Brillen gehen gerade so... aber keine ist in Ordnung!;1;
ganz schlechte Qualität. Ich habe nur 2 oder 3 Mal die Klappe vom Spülen Unterschrank und vom vom Hochschrank benützt und die schrauben haben sich vom Bodenplatte gelöst und die LED Beleuchtung hat von Anfang an nicht funktioniert.Ich habe den Verkäufer kontaktieren wollen, aber er war per Email nicht erreichbar und hat überhaupt nicht reagiert und ich musste Ihn aus dem Ausland anrufen um zu reklamieren und für diesen Anruf habe ich € 18,- bezahlt. Er hat mir versprochen, die geschädigte Teile und neue LED Beleuchtung zu schicken, aber es sind Monate vergangen und er hat sie mir nicht geschickt. Bitte Finger weg vom diesen Produkt und diesen Verkäufer !!!!!!!!!!!!!!!!;1;
Schlechte Qualität, es ist nur ein Druck und wurde auch nicht gut gemacht, man sieht die Pixel! Ich empfehle das nicht..es ist überhaupt zu teuer.;1;
Ganz großer mist!wenn die folie drauf ist lässt sich das handy kaum bedienen!!finger weg;1;
Das Produkt ist zwar preisgünstig, hat aber gerade mal 7 Monate gehalten bis das Drehrad nicht mehr ordnungsgemäß funktioniert hat.;1;
An den Seiten klebt es garnicht (ca 1 cm an allen Seiten). Sieht schlampig aus... Kann ich nicht weiter empfehlen.;1;
Das Gerät war leider defekt. Trotz Handhabung wie vorgegeben funktionierten nur zwei Pads. Das Ärgerliche ist außerdem, dass ich trotz Prime die Portkosten zahlen musste.;1;
Nein Danke.... Stabil ist anders. Und die Plastikteile die man benutzen soll um die Box selbst zusammen zu basteln sind sehr scharfkantig. Leider musste ich die Versandkosten selbst tragen. Was ja nicht das Thema ist, habe es nicht richtig gelesen in den AGB‘s aber da die Deckel noch kaputt waren, trotz das sie noch in Folie verpackt waren ging ich davon aus, das man mir zumindest in diesem Fall die Versandkosten erlässt. Aber leider lag ich da falsch.;1;
Hier kann ich keine Bewertung abgeben, da ich das Paket noch nicht erhalten habe. Ich bin sehr unzufrieden. Würde es keinem empfehlen und nie wieder hier etwas bestellen. Seit einer Woche warte ich auf mein Paket.;1;
miserabler Geruch........................................................................................... ...... .......... ...... . . . . . . . . . . . . . . . nix für junge Leute;1;
nicht zum empfehlen!!!! Verschluss haltet nicht;1;
Sie hält ja. Der Klang und Qualität beim Telefonieren ist beeinflusst. Ich finde die Hülle zu glatt das ich das Gefühl habe mir rutscht das Handy aus der Hand. Der Gedanke ist top aber hat mich nicht überzeugt;1;
Dieser Kärcher ist von sehr schlechter Qualität. Ich konnte ihn nur ein paar Mal benutzen bevor er im Innern nicht mehr dicht ist und keinen Druck mehr aufbaut. Für diesen Artikel ist auch leider kein Produktsupport verfügbar.;1;
Ich liebe dieses Produkt, aber die Lieferung war eine Katastrophe. Ich habe noch im März 2018 zwei 3er Packung (also insgesamt 6 Stück) von diesem Produkt bestellt, habe ich aber nur 4 Stück erhalten. Bei dieser Produkt kann man ständig sehen, dass die auf Lager sind, ist das aber nicht wahr... Es dauert eine Ewigkeit, bis sie diese Produkte vollständig liefern... Ich werde diese Produkte nie wieder durch Amazon bestellen....;1;
Nach 14 Tagen keine Lieferung erhalten, habe die Bestellung storniert. hatte das gleiche Problem schonmal und werde wohl Amazon in Zukunft eher meien.;1;
Habe für diese Druckerpatronen viel Geld bezahlt, passen nur leider nicht. Trotz Beschreibung, dass sie für meinen Drucker Canon kompatibel sind, wird nicht eine einzige Druckerpatrone akzeptiert. Leider kann ich diese Patronen auch nicht mehr zurückgeben, also 40,-€ in den Wind geschossen. :-( Ein Stern ist noch zu viel!!;1;
Kleine Splitter, Körner etc saugt er nicht auf xxxxx xxxxxx xxx xxx xxx xxx xxx xxx xxxx xxx xxxxxxx xx;1;
Habe es bei meinen Samsung Galaxy Note 9 Probiert leider ohne Funktion.;1;
Hallo, ich habe den Scooter zurückgegeben und warte auf das Geld. Laut WMK Trading ist das Gels bei Amazon MFG Steiner Johann;1;
Nach einmal fahren, hat die Batterie nicht mehr funktioniert!;1;
Schlecht verarbeitet nicht empfehlenswert!!!!;1;
Da ich den Whiskey nach Australien mitnahm, erfuhr ich erst nach sehr spät, dass ich den falschen Whiskey geliefert bekommen habe. Die teuere Version habe ich bezahlt und die billige Variante wurde geliefert. Meine schriftliche Mahnung wurde nicht beantwortet und so blieb ich auf der billigen Variante sitzen. Hier bestelle ich nichts mehr.;1;
"Leider hilft mir der Zap-It überhaupt nicht. Um eine kleine Wirkung zu erreichen muss man wohl ziemlich oft auf den Mückenstich ""zappen"". So wurde mir von anderen Familienmitgliedern berichtet.";1;
Paket wurde einem unbekannten Nachbarn übergeben der nicht auffindbar ist und dessen Hausnummer es gar nicht gibt ! DIESE Masche ist mir neu.;1;
Sehr schlechte Quatität. Nicht kaufen;1;
Versandkosten so hoch wie das Produkt! Nie mehr.;1;
Föhn kam mit englischem Stecker, direkt Retoure. Konnte ihn nicht mal testen.;1;
Weder passt die Folie, noch behindert diese den Blick auf das Handy... die Bedienung des Handys wird auch erschwert.....rausgeschmissenes Geld!!!;1;
ich warte seit 3 stunden auf meinen code! unverschämt.;1;
Habe dieses Produkt telefonisch storniert aber noch kein Mail mit Bestätigung erhalten, habe keinen kindl und wollte auch nicht bestellen;1;
Zu leicht und zu klapprig zumindest vom Gefühl her. Hatte zwei bestellt und gehen beide zurück. Lieferung usw. wie immer super.;1;
Leider nach einem Monat schon defekt. Ansonsten toll gewesen. Vorallem die Funktion zum Dimmen war toll zum entspannen abends. Weiß leider nicht ob man da nochmal ne Chance hat eine ersetzt zu bekommen;1;
Nach 3 Monaten Nutzung bereits total vergilbt;1;
Das Produkt ist nicht wie es angegeben wurde der Druck ist wie aus ein Wasser Schlauch sehr schlecht würde ich keinen mehr anderen weiter empfehlen einfach nur schlecht;1;
3 mal Reisverschluss betätigt und die Nähte geben auf. Das Nylonnetz innen geht in Fäden auf. Sehr schlecht verarbeitet, vermutlich fallen die Sachen bei erneuter Benutzung direkt unten raus;1;
Also ganz ehrlich. momentan ist ja sowieso schon die dunkle jahreszeit, aber wenn ich 5 stück davon in meiner Lampe habe und das Licht anhabe, erwarte ich eine gewisse Helligkeit. pustekuchen.;1;
Leider hat das Produkt nicht gehalten was es verspricht. Habe das Panzerglas nun einen Tag drauf und das Handy ist nicht herunter gefahren und war nur im Auto in der Seitentüre. Nun seh ich heute morgen, das sie schon nen Einschlag und Riss hat. Entäuschende Qualität.;1;
Leider nicht meinen Vorstellungen entsprochen. Viel zu großer Durchmesser.;1;
Leider wurde die Wäre noch nicht geliefert;1;
Diese Battereien sind ein Witz. Diese Battereien sind ein Witz. Diese Battereien sind ein Witz.;1;
Das Gerät ist so laut das sich die Nachbarn beschwerten. Von Erholung und Entspannung keine Spur. Schade. Habe mich auf meinen kleinen Whirlpool gefreut;1;
Leider ist die Flasche beim ersten mal runterfallen der Deckel abgebrochen;1;
Leider waren die Karten Fächer nicht verklebt und die Karten vielen ganz durch.Sehr ärgerlich und schlampig. Ware ging zurück.;1;
Schlechte Qualität. Nach 2 Tagen im Gebrauch lösen sich bereits einzelne Stellen am blauen Viertel ab. Ansonsten ist der Ball ok Aufgrund der Rezession hat sich der Verkäufer gemeldet. Jedoch wurden auf meine 2 Mails nicht geantwortet. Daher würde ich vom Kauf abraten.;1;
Kochfeld Rahmen war zerkratzt ist sehr ärgerlich;1;
Habs gleich zurück geschickt. Es war erstens nicht angegeben wie die Batterien rein müssen, dann ging die Fernbedienung nicht ( ließ sich ncht abschalten) und es wurde extrem warm War mir viel zu unsicher das Ganze;1;
Habe den Adapter heute erhalten. AUX und Laden funktioniert. einen nachteil hat der Adapter allerdings. Das Pausieren beim herausziehen, sowie die Tasten am Headset (incl Lauter und Leiser) funktionieren nicht. Ja es ist zwar es steht in der Beschreibung, dass es bei manchen Headsets nicht funktioniert, aber bei einem Adapter für ein Apple Gerät, bin ich davon ausgegangen, dass es mit dem Originalzubehör funktioniert. Ich hoffe dass die Rezension daher hier aufklärt.;1;
Erstmals war ich überrascht, dass es ein Aldi Produkt ist! Was generell ja nicht schlecht ist, aber man sollte dies in Beschreibung doch angeben. Hinzu kam, dass es ein Geschenk war die Freundin es erst vor kurzem auspackt und na super dort die Teile zum zusammenbauen einfach fehlten! Sprich: dieses Gerät momentan nicht nutzbar! Nicht empfehlenswert!;1;
Tolle Kaffeemühle aber nach 2 Wochen funktioniert sie schon nicht mehr.. Mahlwerk?;1;
Tolles Bild, schlechte Qualität;1;
Der Versand dauerte sieben Tage, das voraussichtliche Lieferdatum konnte nicht eingehalten werden. Verpackung wurde als Warensendung (Größe eine kleinen Briefumschlags) verschickt. Ein Brief ist in der Regel am Folgetag da. Da die Aufkleber zurückgehen, es sollte ein Geschenk sein, kann ich hinsichtlich der Qualität keine Aussage treffen.;1;
Sinnlos, da viel zu klein fürs Display. Es bleibt immer ein Rand offen und der Rand des Hülle selber liegt nicht richtig auf DEM Display auf.;1;
Schon nach wenigen Tagen zerkratzt, obwohl man sehr vorsichtig war.Der Goldene Rand war auch nach wenigen Wochen weg.Billig Zeug ...;1;
Nicht geeignet für PS4 Controller. Habe es mit mehreren ausprobiert, es besteht ein Wackelkontakt. Mit einem iPad funktionieren die.;1;
Ich hatte diese Strümpfe aufgrund der postitiven Rezensionen und des günstigen Preises bestellt, und war dann entsetzt, als ich die Artikel dann in der Hand hielt. Leider habe ich vergessen sie zu reklamieren, sie sind bei uns direkt in den Müll gewandert. Sehr künstliches Material, schlechte Passform.;1;
Viel zu dünn, diese Säcke reißen sofort;1;
Leider ist mein Mann auf die guten Rezensionen hereingefallen. Der Schuh ist nicht wasserdicht (man steht förmlich im Wasser bei Regen) und auch die Qualität hat an vielen Stellen Mängel (an der ein oder anderen Stelle schon gerissen und das nach wenigen Tagen des Tragens). Daher kann ich nur davor warnen diesen Schuh zu kaufen. Keine Kaufempfehlung!;1;
Der Ball kam kaputt an, d.h. die Luft ist sofort wieder rausgegangen, nächstes mal kaufe ich lieber im Laden einen Ball statt paar Tage zu warten und dann noch einen defekten/kaputten Ball zu bekommen, schade schade.;1;
Billig ist am Ende teuer zu bezahlen. Nach nicht einmal 1 Monat Nutzung nicht mehr zu gebrauchen. Die Tasche ist gerissen.;1;
Die Idee, einen aufs Wesentliche reduzierten Reiseführer auf den Markt zu bringen, ist nicht schlecht. Wenn darin aber wirklich nur Informationen enthalten sind, die ich in 15 Minuten im Internet zusammentragen kann, dann lohnt der Kauf leider überhaupt nicht. Schlimmer noch, ganz wesentliche Informationen fehlen, zB zur Metro. Entweder also gleich das Internet konsultieren oder für ein paar Euro mehr einen richtigen Reiseführer kaufen.;1;
Lampe defekt. Peinlich, wieso wird die Qualität nicht vor dem Versand geprüft? Sehr schlecht!!!!;1;
Artikel kam nie an. Korrespondenz mit Verkäufer schwierig.;1;
Ein Dreck ohne ENDE !!!!!!!!!!!!!!!!! Null Sterne geht leider nicht... ... ... ... ... ... ... ... ... ... ... ... ... ... ... !!! !!! !!!;1;
Anfangs hat die Speicherkarte super funktioniert, doch nach 8 Monaten plötzlich über Nacht kaputt geworden, alle Daten darauf futsch! ??;1;
Von 3 Kaffee Bechern sind alle kaputtgegangen innerhalb kurzer Zeit!!!! Das einzig positive ist der schriftliche Kontakt mit dem Verkäufer.;1;
Falsche Vorstellungen;1;
Leider sind die Kindersicherungen von Reer nicht zu empfehlen. Ich hatte mich extra für die Schrauben Variante entschieden, weil ich nicht wollte das die Sicherungen bei häufiger Nutzung regelmäßig rausfallen und nach geklebt werden müssen. Genau das Problem hat man aber mit den schraubbaren Sicherungen! Als erstes bedarf es schon einer gewissen Kraft/Gewalt, damit die Sicherungen in Standard Gira Steckdosen fassen und festgeschraubt werden können. Bei 6 von 10 Sicherungen fällte diese mit ziehen eines Steckers aus der Steckdose heraus. Die Sicherung ist dann über die Fixierschraube gerutscht und kann somit auch nicht wieder eingesetzt werden! Somit fällig für den Müll! Keine Kaufempfehlung!!!;1;
Sehen aus wie mach3 klingen, aber sie sind stumpf .egal ob ich mein Bart 2,3 oder 4 Tage stehen lasse ,sind das starke Schmerzen beim rasieren. Ist auf keinen Fall zu empfehlen.;1;
Es funktioniert nicht!!!das ist für mich kein Verkäufer!!!!enttäuschend!!!!leider zahlt sich nicht aus das zurück schicken !aber traurig wie die Leute mit das Geld verdienen und die Sachen funktionieren nicht !!!;1;
Schade, Löcher im Stoff, hat total nach Chemie gestunken, also habe ich es bei 20 Grad gewaschen und die komplette Farbe war danach ab. Stoff ist außerdem total verzogen und hängt schief n der Wand. Große Enttäuschung!;1;
Dieses Produkte riecht enorm chemisch. Ganz schlimm. Hier möchte ich auf keinen Fall irgendwelche Dinge einsortieren. Kein Cent wert.;1;
Schnelle Lieferung, wie gewohnt von Amazon und die ersten beiden Einsätze waren ohne Beanstandung. Beim dritten mal keine Anzeige auf dem Display und keine Funktion des Gerätes. Sehr enttäuschend, da das Öl schon eingefüllt war und die Vorfreude auf die selbstgemachten Pommes groß.;1;
Es war nicht möglich das Panzerglas blasenlos anzubringen. An der seite war immer Luft von oben bis unten.;1;
Den positiven Punkt geb ich das die Uhr soweit gut verarbeitet ist und Funktionen soweit ok. Das was mich aber richtig stört und nach mehreren probieren nicht wirklich funktioniert ist die Schlaf Funktion geht so eigentlich gar nicht nur wenn man die Uhr auflädt. Danach zeichnet der schlafmonitor in der Nacht wieder auf . Für den nächsten Tag und danach nicht mehr . Also ich würde mir die Uhr nicht mehr kaufen dachte mir für des Geld bekommt man schon soweit was gutes . Aber leider enttäuschend. Von meiner Freundin die uhr hat halb so viel gekostet und ist 10 mal besser als die und hat damit keine Probleme.;1;
Ganz schlecht. Habe am 3. November 2018 bestellt und trotz mehrmaligem Nachfragen bis heute nicht ein Paket erhalten. Kein Weihnachtsgeschenk und kein Geburtstagsgeschenk nun. Bin wirklich enttäuscht;1;
